,Company,Review_score,Date_review,Job,Recommandation,Approb CEO,Perspective,Pros,Cons
245,Microsoft,"3,0",10 janv. 2024,Comptable,good,None,good,"Organisation de la journée de travail, primes périodes fiscales, CSE, managers impliqués",identiques à tous les cabinets comptables
246,Microsoft,"5,0",8 nov. 2023,Business Manager,good,good,good,Microsoft est au coeur de sujets stratégiques sociétaux et technologiques. On en apprend tous les jours sur des sujets complexes et on se forge une vraie expertise qui peut être soit transverse soit verticalisée. C'est un vrai plus pour acquérir en séniorité.,Etre prêt à changer d'organisation / structure régulièrement.
247,Microsoft,"5,0",13 janv. 2024,Sales Solution Specialist,good,good,good,"Sales specialist is one of the best job at MS France. you're visible enough to get in touch with LT at MS france, with good fix salary and variable salary.","Work life balance can be hard to find, and pressure can be high time to time."
248,Microsoft,"2,0",13 déc. 2023,Account Executive,bad,neutral,bad,Bon salaire et CSE: salaire bien plus élevé que la moyenne française mais normal pour le monde de la technologie,"Pression monstrueuse de la part du management (qui ignore la réalité du terrain et les évolutions du marché) Management très moyen: souvent non expert et qui utilise juste la terreur pour essayer de ""motiver"" les commerciaux Totale hypocrisie sur le ""bienêtre au travail"" ""bienveillance"" alors que c'est l'enfer Aucune structure interne sur laquelle s'appuyer: toutes semaines lors de la business review on te demandera pourquoi on est en retard sur les chiffres (même si le management sait très bien que les objectifs sont délirants) et on te fera de la pression psychologique afin que tu te sentes coupable et que tu quittes ton poste si tu performes pas assez vite Les objectif sont calculés par des algorithmes aux US et ne sont pas négociables (ce qui est illégal en France mais personne ose dénoncer) La formation est totalement décorrelée de ton travail (juste sur l'inclusion, la cybersécurité et bla bla mais personne t'explique les produits à vendre) A éviter surtout la partie ""secteur public"""
249,Microsoft,"4,0",14 janv. 2024,CSA Manager,good,good,good,Super salaire et avantages Une culture très enrichissante et bienveillante sauf si on tombe sur le (rare) mauvais manager Des collègues très smarts et bonne ambiance Un avenir promotteur,"Ca bouge tout le temps, reorg tous les ans ou presque et les attentes en terme de performance sint très élevées La leadership team en France n'est plus ce qu'elle était mais ça changera d'ici qques années"
250,Microsoft,"4,0",11 janv. 2024,Senior Business Program Manager,good,good,good,Package de rémunération Ambiance de travail - résolution rapide des situations toxiques Accès à de la formation et à des outils derniers cris Possibilité d'évolutions professionnelles Point de l'innovations,"Complexité matricielle Onboarding quasi inexistant - ""learn through failing"" Fréquentes Inadéquations des décisions et des valeurs. Performance management via stack-ranking"
251,Microsoft,"4,0",19 déc. 2023,Software Engineer,None,None,None,"Être un employé chez Microsoft présente de nombreux avantages. Tout d'abord, Microsoft est une entreprise technologique de renommée mondiale, offrant un environnement de travail dynamique et innovant. En tant qu'employé, vous aurez l'opportunité de travailler avec des professionnels talentueux et passionnés, ce qui favorise l'apprentissage continu et le développement de compétences de pointe. Microsoft encourage également la créativité et l'innovation, offrant aux employés la possibilité de proposer et de mettre en œuvre de nouvelles idées. De plus, Microsoft valorise l'équilibre entre vie professionnelle et vie personnelle, en offrant des avantages tels que des horaires de travail flexibles, des congés payés généreux et des programmes de soutien à la santé et au bien-être. Les employés de Microsoft bénéficient également de programmes de formation et de développement professionnel, qui favorisent leur croissance et leur progression de carrière. Sur le plan financier, Microsoft propose des rémunérations compétitives, des avantages sociaux complets et des opportunités d'avancement professionnel. En tant qu'employé chez Microsoft, vous aurez donc accès à des opportunités de développement professionnel, à un équilibre entre vie professionnelle et vie personnelle, ainsi qu'à des avantages financiers attractifs.","Bien que travailler chez Microsoft présente de nombreux avantages, il y a également quelques inconvénients potentiels à prendre en compte. Par exemple, en raison de la taille et de la complexité de l'entreprise, il peut parfois y avoir des processus décisionnels lents et une certaine bureaucratie. Cela peut rendre difficile la mise en œuvre rapide de nouvelles idées ou l'adaptation aux changements. De plus, en raison de la forte compétitivité du secteur de la technologie, les employés de Microsoft peuvent être confrontés à une charge de travail intense et à des attentes élevées en termes de performances. Cela peut entraîner une pression et un stress supplémentaires. Enfin, comme pour de nombreuses grandes entreprises, il peut y avoir une certaine hiérarchie organisationnelle, ce qui peut limiter l'autonomie et la prise de décision individuelle. Il est important de noter que ces inconvénients peuvent varier en fonction du rôle spécifique et de l'équipe au sein de l'entreprise."
252,Microsoft,"3,0",10 janv. 2024,Comptable,good,None,good,"Organisation de la journée de travail, primes périodes fiscales, CSE, managers impliqués",identiques à tous les cabinets comptables
253,Microsoft,"5,0",8 nov. 2023,Business Manager,good,good,good,Microsoft est au coeur de sujets stratégiques sociétaux et technologiques. On en apprend tous les jours sur des sujets complexes et on se forge une vraie expertise qui peut être soit transverse soit verticalisée. C'est un vrai plus pour acquérir en séniorité.,Etre prêt à changer d'organisation / structure régulièrement.
254,Microsoft,"5,0",13 janv. 2024,Sales Solution Specialist,good,good,good,"Sales specialist is one of the best job at MS France. you're visible enough to get in touch with LT at MS france, with good fix salary and variable salary.","Work life balance can be hard to find, and pressure can be high time to time."
255,Microsoft,"2,0",13 déc. 2023,Account Executive,bad,neutral,bad,Bon salaire et CSE: salaire bien plus élevé que la moyenne française mais normal pour le monde de la technologie,"Pression monstrueuse de la part du management (qui ignore la réalité du terrain et les évolutions du marché) Management très moyen: souvent non expert et qui utilise juste la terreur pour essayer de ""motiver"" les commerciaux Totale hypocrisie sur le ""bienêtre au travail"" ""bienveillance"" alors que c'est l'enfer Aucune structure interne sur laquelle s'appuyer: toutes semaines lors de la business review on te demandera pourquoi on est en retard sur les chiffres (même si le management sait très bien que les objectifs sont délirants) et on te fera de la pression psychologique afin que tu te sentes coupable et que tu quittes ton poste si tu performes pas assez vite Les objectif sont calculés par des algorithmes aux US et ne sont pas négociables (ce qui est illégal en France mais personne ose dénoncer) La formation est totalement décorrelée de ton travail (juste sur l'inclusion, la cybersécurité et bla bla mais personne t'explique les produits à vendre) A éviter surtout la partie ""secteur public"""
256,Microsoft,"4,0",14 janv. 2024,CSA Manager,good,good,good,Super salaire et avantages Une culture très enrichissante et bienveillante sauf si on tombe sur le (rare) mauvais manager Des collègues très smarts et bonne ambiance Un avenir promotteur,"Ca bouge tout le temps, reorg tous les ans ou presque et les attentes en terme de performance sint très élevées La leadership team en France n'est plus ce qu'elle était mais ça changera d'ici qques années"
257,Microsoft,"4,0",11 janv. 2024,Senior Business Program Manager,good,good,good,Package de rémunération Ambiance de travail - résolution rapide des situations toxiques Accès à de la formation et à des outils derniers cris Possibilité d'évolutions professionnelles Point de l'innovations,"Complexité matricielle Onboarding quasi inexistant - ""learn through failing"" Fréquentes Inadéquations des décisions et des valeurs. Performance management via stack-ranking"
258,Microsoft,"4,0",19 déc. 2023,Software Engineer,None,None,None,"Être un employé chez Microsoft présente de nombreux avantages. Tout d'abord, Microsoft est une entreprise technologique de renommée mondiale, offrant un environnement de travail dynamique et innovant. En tant qu'employé, vous aurez l'opportunité de travailler avec des professionnels talentueux et passionnés, ce qui favorise l'apprentissage continu et le développement de compétences de pointe. Microsoft encourage également la créativité et l'innovation, offrant aux employés la possibilité de proposer et de mettre en œuvre de nouvelles idées. De plus, Microsoft valorise l'équilibre entre vie professionnelle et vie personnelle, en offrant des avantages tels que des horaires de travail flexibles, des congés payés généreux et des programmes de soutien à la santé et au bien-être. Les employés de Microsoft bénéficient également de programmes de formation et de développement professionnel, qui favorisent leur croissance et leur progression de carrière. Sur le plan financier, Microsoft propose des rémunérations compétitives, des avantages sociaux complets et des opportunités d'avancement professionnel. En tant qu'employé chez Microsoft, vous aurez donc accès à des opportunités de développement professionnel, à un équilibre entre vie professionnelle et vie personnelle, ainsi qu'à des avantages financiers attractifs.","Bien que travailler chez Microsoft présente de nombreux avantages, il y a également quelques inconvénients potentiels à prendre en compte. Par exemple, en raison de la taille et de la complexité de l'entreprise, il peut parfois y avoir des processus décisionnels lents et une certaine bureaucratie. Cela peut rendre difficile la mise en œuvre rapide de nouvelles idées ou l'adaptation aux changements. De plus, en raison de la forte compétitivité du secteur de la technologie, les employés de Microsoft peuvent être confrontés à une charge de travail intense et à des attentes élevées en termes de performances. Cela peut entraîner une pression et un stress supplémentaires. Enfin, comme pour de nombreuses grandes entreprises, il peut y avoir une certaine hiérarchie organisationnelle, ce qui peut limiter l'autonomie et la prise de décision individuelle. Il est important de noter que ces inconvénients peuvent varier en fonction du rôle spécifique et de l'équipe au sein de l'entreprise."
259,Microsoft,"3,0",10 janv. 2024,Comptable,good,None,good,"Organisation de la journée de travail, primes périodes fiscales, CSE, managers impliqués",identiques à tous les cabinets comptables
260,Microsoft,"5,0",8 nov. 2023,Business Manager,good,good,good,Microsoft est au coeur de sujets stratégiques sociétaux et technologiques. On en apprend tous les jours sur des sujets complexes et on se forge une vraie expertise qui peut être soit transverse soit verticalisée. C'est un vrai plus pour acquérir en séniorité.,Etre prêt à changer d'organisation / structure régulièrement.
261,CGI,"5,0",3 déc. 2023,chargé de marketing et communication,None,None,None,"Très bonne entreprise, content d'aller travailler sur place, bonne ambiance de travail",Je ne trouve pas d'inconvénients
262,CGI,"3,0",25 déc. 2023,Manager - Consulting,bad,bad,bad,"Branche Conseil de CGI à Paris : belles thématiques de missions de Conseil.
Hiérarchie plutôt bienveillante côté secteurs Luxe Retail Pharmaceutique.","Difficile de passer le grade de Directeur (après Manager). Il y a peu de turn over chez les directeurs. Certains sont là depuis trop longtemps et vivent de comptes en héritage et non en chasse.
Modèle business canadien encore trop calé sur du body shopping. Peu de missions en dispositif. 
Le business stagne pour le moment (comme la plupart du marché). Faibles augmentations si vous ne changez pas de grade. Les bonus sont faibles, mieux vaut coopter que chercher à avoir des primes en faisant des propales."
263,CGI,"3,0",12 janv. 2024,Développeur,good,good,bad,"-Un service de santé et un suivi particulier pour les personnes ayant une RQTH, en particulier il y a 2 infirmières et un médecin du travail -L'ambiance globale qui est souvent bien, la plupart des collaborateurs sont agréables et malgré les difficultés, font de leur mieux -Cartes tickets restau -Horaires et télétravail très flexible Pour moi le gros point positif c'est le suivi médical que j'ai eu, peu d'entreprises en auraient fait autant. En tout cas aussi longtemps que vous alertez et/ou que vous avez une RQTH. Cela est bien sûr subjectif mais pour moi je trouve avoir été énormément aidé par les RH, les infirmières et le médecin du travail, choses qui auraient probablement été très difficile dans d'autres entreprises.","-Sentiment de ne pas être écouté aussi bien par le management que par les chef de projets -Trop de mauvaises pratiques : pas ou peu de code review avec quasi aucun feedback, gestion de projet très flou, pas claire avec une mauvaise communication notamment sur les deadlines, aucune d'écoute sur les alertes remontés sur un projet (le dernier projet sur lequel j'étais a fini comme le Titanic à cause de ça) -Souvent beaucoup de blabla pour donner une impression d'être écouté mais finalement peu d'actions et de concrets, en tout cas de mon ressenti -Manque de transparence, par exemple chaque année, dans le cadre de la politique de CGI, nous passons un questionnaire de satisfaction, et lorsque j'ai voulu passer le miens on m'a inventé une histoire qu'il faudrait que je note ""à l'américaine"", parce qu'on note à la française et que l'on est trop sévère, donc si je mettrais 5/10 à la française, alors ma réponse finale doit être, à l'américaine, 7/10. Par la suite j'ai appris que les manageurs perçoivent des primes en fonctions des notes, j'ai trouvé ça scandaleux pour ma part. -Salaire très bas si on compare aux autres entreprises(même à d'autres ESN) dans la même ville, et vous pouvez oubliez les augmentations, c'est très difficile d'en avoir, semble plus aléatoire qu'autre chose et elles sont très faibles. Avant d'arriver à CGI on me disait que c'est bien pour débuter comme entreprise, juste pour avoir de l'expérience, puis partir ailleurs après, maintenant je comprends pourquoi, ce n'est pas propre à CGI d'ailleurs mais aux ESN. Si vous voulez gagnez en expérience ou avoir un taff de passage et avoir un revenu pour vivre, une ESN comme CGI sera suffisant, mais dès que vous souhaitez trouver des projets innovants avec un minimum d'attention à la qualité et que le tout soit stimulant, je ne conseille pas CGI"
264,CGI,"4,0",16 janv. 2024,Consultant,None,None,None,"Transport, titre restaurant, prime activité",Difficulté de négocier du télétravail pour les consultants qui habitent loin et qui sont en intercontrat
265,CGI,"2,0",19 déc. 2023,Consultant Sénior,bad,neutral,None,"Bon niveau général des consultants
Missions challengeantes
Choix de missions assez large
Evenements annuels","Augmentations de salaires ridicules pour certains membre (vous aurez droit à du 5% ou 6% pour un changement de grade) et 0 ou 1% l'année d'après
Des inégalités salariales flagrantes, j'avais des consultant(e)s moins expérimenté(e)s que moi, qui étaient payé(e)s plus que moi dans mon équipe
Une charge de travail énorme entre les travaux en mission et les travaux internes
Des promesses non tenues en terme de rémunération"
266,CGI,"4,0",8 janv. 2024,Expert Technique,good,neutral,neutral,Beaucoup de RTT / Congés payés Mutuelle pas très chère Mission pas très compliqué,"Projet un peu vieillot technologiquement parlant. Beaucoup de juniors , peu d'experts Peu de formations"
267,CGI,"4,0",9 janv. 2024,Product Owner (PO),good,good,good,100% transports en commun Régime actionnaire (100% abondé) Intéressement Participation Crèche d’entreprise,"Trop de protocole RH, Trop de process RH"
268,CGI,"5,0",3 déc. 2023,chargé de marketing et communication,None,None,None,"Très bonne entreprise, content d'aller travailler sur place, bonne ambiance de travail",Je ne trouve pas d'inconvénients
269,CGI,"3,0",25 déc. 2023,Manager - Consulting,bad,bad,bad,"Branche Conseil de CGI à Paris : belles thématiques de missions de Conseil.
Hiérarchie plutôt bienveillante côté secteurs Luxe Retail Pharmaceutique.","Difficile de passer le grade de Directeur (après Manager). Il y a peu de turn over chez les directeurs. Certains sont là depuis trop longtemps et vivent de comptes en héritage et non en chasse.
Modèle business canadien encore trop calé sur du body shopping. Peu de missions en dispositif. 
Le business stagne pour le moment (comme la plupart du marché). Faibles augmentations si vous ne changez pas de grade. Les bonus sont faibles, mieux vaut coopter que chercher à avoir des primes en faisant des propales."
270,CGI,"3,0",12 janv. 2024,Développeur,good,good,bad,"-Un service de santé et un suivi particulier pour les personnes ayant une RQTH, en particulier il y a 2 infirmières et un médecin du travail -L'ambiance globale qui est souvent bien, la plupart des collaborateurs sont agréables et malgré les difficultés, font de leur mieux -Cartes tickets restau -Horaires et télétravail très flexible Pour moi le gros point positif c'est le suivi médical que j'ai eu, peu d'entreprises en auraient fait autant. En tout cas aussi longtemps que vous alertez et/ou que vous avez une RQTH. Cela est bien sûr subjectif mais pour moi je trouve avoir été énormément aidé par les RH, les infirmières et le médecin du travail, choses qui auraient probablement été très difficile dans d'autres entreprises.","-Sentiment de ne pas être écouté aussi bien par le management que par les chef de projets -Trop de mauvaises pratiques : pas ou peu de code review avec quasi aucun feedback, gestion de projet très flou, pas claire avec une mauvaise communication notamment sur les deadlines, aucune d'écoute sur les alertes remontés sur un projet (le dernier projet sur lequel j'étais a fini comme le Titanic à cause de ça) -Souvent beaucoup de blabla pour donner une impression d'être écouté mais finalement peu d'actions et de concrets, en tout cas de mon ressenti -Manque de transparence, par exemple chaque année, dans le cadre de la politique de CGI, nous passons un questionnaire de satisfaction, et lorsque j'ai voulu passer le miens on m'a inventé une histoire qu'il faudrait que je note ""à l'américaine"", parce qu'on note à la française et que l'on est trop sévère, donc si je mettrais 5/10 à la française, alors ma réponse finale doit être, à l'américaine, 7/10. Par la suite j'ai appris que les manageurs perçoivent des primes en fonctions des notes, j'ai trouvé ça scandaleux pour ma part. -Salaire très bas si on compare aux autres entreprises(même à d'autres ESN) dans la même ville, et vous pouvez oubliez les augmentations, c'est très difficile d'en avoir, semble plus aléatoire qu'autre chose et elles sont très faibles. Avant d'arriver à CGI on me disait que c'est bien pour débuter comme entreprise, juste pour avoir de l'expérience, puis partir ailleurs après, maintenant je comprends pourquoi, ce n'est pas propre à CGI d'ailleurs mais aux ESN. Si vous voulez gagnez en expérience ou avoir un taff de passage et avoir un revenu pour vivre, une ESN comme CGI sera suffisant, mais dès que vous souhaitez trouver des projets innovants avec un minimum d'attention à la qualité et que le tout soit stimulant, je ne conseille pas CGI"
271,CGI,"4,0",16 janv. 2024,Consultant,None,None,None,"Transport, titre restaurant, prime activité",Difficulté de négocier du télétravail pour les consultants qui habitent loin et qui sont en intercontrat
272,CGI,"2,0",19 déc. 2023,Consultant Sénior,bad,neutral,None,"Bon niveau général des consultants
Missions challengeantes
Choix de missions assez large
Evenements annuels","Augmentations de salaires ridicules pour certains membre (vous aurez droit à du 5% ou 6% pour un changement de grade) et 0 ou 1% l'année d'après
Des inégalités salariales flagrantes, j'avais des consultant(e)s moins expérimenté(e)s que moi, qui étaient payé(e)s plus que moi dans mon équipe
Une charge de travail énorme entre les travaux en mission et les travaux internes
Des promesses non tenues en terme de rémunération"
273,CGI,"4,0",8 janv. 2024,Expert Technique,good,neutral,neutral,Beaucoup de RTT / Congés payés Mutuelle pas très chère Mission pas très compliqué,"Projet un peu vieillot technologiquement parlant. Beaucoup de juniors , peu d'experts Peu de formations"
274,CGI,"4,0",9 janv. 2024,Product Owner (PO),good,good,good,100% transports en commun Régime actionnaire (100% abondé) Intéressement Participation Crèche d’entreprise,"Trop de protocole RH, Trop de process RH"
275,CGI,"5,0",3 déc. 2023,chargé de marketing et communication,None,None,None,"Très bonne entreprise, content d'aller travailler sur place, bonne ambiance de travail",Je ne trouve pas d'inconvénients
276,CGI,"3,0",25 déc. 2023,Manager - Consulting,bad,bad,bad,"Branche Conseil de CGI à Paris : belles thématiques de missions de Conseil.
Hiérarchie plutôt bienveillante côté secteurs Luxe Retail Pharmaceutique.","Difficile de passer le grade de Directeur (après Manager). Il y a peu de turn over chez les directeurs. Certains sont là depuis trop longtemps et vivent de comptes en héritage et non en chasse.
Modèle business canadien encore trop calé sur du body shopping. Peu de missions en dispositif. 
Le business stagne pour le moment (comme la plupart du marché). Faibles augmentations si vous ne changez pas de grade. Les bonus sont faibles, mieux vaut coopter que chercher à avoir des primes en faisant des propales."
277,CGI,"3,0",12 janv. 2024,Développeur,good,good,bad,"-Un service de santé et un suivi particulier pour les personnes ayant une RQTH, en particulier il y a 2 infirmières et un médecin du travail -L'ambiance globale qui est souvent bien, la plupart des collaborateurs sont agréables et malgré les difficultés, font de leur mieux -Cartes tickets restau -Horaires et télétravail très flexible Pour moi le gros point positif c'est le suivi médical que j'ai eu, peu d'entreprises en auraient fait autant. En tout cas aussi longtemps que vous alertez et/ou que vous avez une RQTH. Cela est bien sûr subjectif mais pour moi je trouve avoir été énormément aidé par les RH, les infirmières et le médecin du travail, choses qui auraient probablement été très difficile dans d'autres entreprises.","-Sentiment de ne pas être écouté aussi bien par le management que par les chef de projets -Trop de mauvaises pratiques : pas ou peu de code review avec quasi aucun feedback, gestion de projet très flou, pas claire avec une mauvaise communication notamment sur les deadlines, aucune d'écoute sur les alertes remontés sur un projet (le dernier projet sur lequel j'étais a fini comme le Titanic à cause de ça) -Souvent beaucoup de blabla pour donner une impression d'être écouté mais finalement peu d'actions et de concrets, en tout cas de mon ressenti -Manque de transparence, par exemple chaque année, dans le cadre de la politique de CGI, nous passons un questionnaire de satisfaction, et lorsque j'ai voulu passer le miens on m'a inventé une histoire qu'il faudrait que je note ""à l'américaine"", parce qu'on note à la française et que l'on est trop sévère, donc si je mettrais 5/10 à la française, alors ma réponse finale doit être, à l'américaine, 7/10. Par la suite j'ai appris que les manageurs perçoivent des primes en fonctions des notes, j'ai trouvé ça scandaleux pour ma part. -Salaire très bas si on compare aux autres entreprises(même à d'autres ESN) dans la même ville, et vous pouvez oubliez les augmentations, c'est très difficile d'en avoir, semble plus aléatoire qu'autre chose et elles sont très faibles. Avant d'arriver à CGI on me disait que c'est bien pour débuter comme entreprise, juste pour avoir de l'expérience, puis partir ailleurs après, maintenant je comprends pourquoi, ce n'est pas propre à CGI d'ailleurs mais aux ESN. Si vous voulez gagnez en expérience ou avoir un taff de passage et avoir un revenu pour vivre, une ESN comme CGI sera suffisant, mais dès que vous souhaitez trouver des projets innovants avec un minimum d'attention à la qualité et que le tout soit stimulant, je ne conseille pas CGI"
278,CGI,"4,0",16 janv. 2024,Consultant,None,None,None,"Transport, titre restaurant, prime activité",Difficulté de négocier du télétravail pour les consultants qui habitent loin et qui sont en intercontrat
279,CGI,"2,0",19 déc. 2023,Consultant Sénior,bad,neutral,None,"Bon niveau général des consultants
Missions challengeantes
Choix de missions assez large
Evenements annuels","Augmentations de salaires ridicules pour certains membre (vous aurez droit à du 5% ou 6% pour un changement de grade) et 0 ou 1% l'année d'après
Des inégalités salariales flagrantes, j'avais des consultant(e)s moins expérimenté(e)s que moi, qui étaient payé(e)s plus que moi dans mon équipe
Une charge de travail énorme entre les travaux en mission et les travaux internes
Des promesses non tenues en terme de rémunération"
280,CGI,"4,0",8 janv. 2024,Expert Technique,good,neutral,neutral,Beaucoup de RTT / Congés payés Mutuelle pas très chère Mission pas très compliqué,"Projet un peu vieillot technologiquement parlant. Beaucoup de juniors , peu d'experts Peu de formations"
281,CGI,"4,0",9 janv. 2024,Product Owner (PO),good,good,good,100% transports en commun Régime actionnaire (100% abondé) Intéressement Participation Crèche d’entreprise,"Trop de protocole RH, Trop de process RH"
282,CGI,"5,0",3 déc. 2023,chargé de marketing et communication,None,None,None,"Très bonne entreprise, content d'aller travailler sur place, bonne ambiance de travail",Je ne trouve pas d'inconvénients
283,CGI,"3,0",25 déc. 2023,Manager - Consulting,bad,bad,bad,"Branche Conseil de CGI à Paris : belles thématiques de missions de Conseil.
Hiérarchie plutôt bienveillante côté secteurs Luxe Retail Pharmaceutique.","Difficile de passer le grade de Directeur (après Manager). Il y a peu de turn over chez les directeurs. Certains sont là depuis trop longtemps et vivent de comptes en héritage et non en chasse.
Modèle business canadien encore trop calé sur du body shopping. Peu de missions en dispositif. 
Le business stagne pour le moment (comme la plupart du marché). Faibles augmentations si vous ne changez pas de grade. Les bonus sont faibles, mieux vaut coopter que chercher à avoir des primes en faisant des propales."
284,CGI,"3,0",12 janv. 2024,Développeur,good,good,bad,"-Un service de santé et un suivi particulier pour les personnes ayant une RQTH, en particulier il y a 2 infirmières et un médecin du travail -L'ambiance globale qui est souvent bien, la plupart des collaborateurs sont agréables et malgré les difficultés, font de leur mieux -Cartes tickets restau -Horaires et télétravail très flexible Pour moi le gros point positif c'est le suivi médical que j'ai eu, peu d'entreprises en auraient fait autant. En tout cas aussi longtemps que vous alertez et/ou que vous avez une RQTH. Cela est bien sûr subjectif mais pour moi je trouve avoir été énormément aidé par les RH, les infirmières et le médecin du travail, choses qui auraient probablement été très difficile dans d'autres entreprises.","-Sentiment de ne pas être écouté aussi bien par le management que par les chef de projets -Trop de mauvaises pratiques : pas ou peu de code review avec quasi aucun feedback, gestion de projet très flou, pas claire avec une mauvaise communication notamment sur les deadlines, aucune d'écoute sur les alertes remontés sur un projet (le dernier projet sur lequel j'étais a fini comme le Titanic à cause de ça) -Souvent beaucoup de blabla pour donner une impression d'être écouté mais finalement peu d'actions et de concrets, en tout cas de mon ressenti -Manque de transparence, par exemple chaque année, dans le cadre de la politique de CGI, nous passons un questionnaire de satisfaction, et lorsque j'ai voulu passer le miens on m'a inventé une histoire qu'il faudrait que je note ""à l'américaine"", parce qu'on note à la française et que l'on est trop sévère, donc si je mettrais 5/10 à la française, alors ma réponse finale doit être, à l'américaine, 7/10. Par la suite j'ai appris que les manageurs perçoivent des primes en fonctions des notes, j'ai trouvé ça scandaleux pour ma part. -Salaire très bas si on compare aux autres entreprises(même à d'autres ESN) dans la même ville, et vous pouvez oubliez les augmentations, c'est très difficile d'en avoir, semble plus aléatoire qu'autre chose et elles sont très faibles. Avant d'arriver à CGI on me disait que c'est bien pour débuter comme entreprise, juste pour avoir de l'expérience, puis partir ailleurs après, maintenant je comprends pourquoi, ce n'est pas propre à CGI d'ailleurs mais aux ESN. Si vous voulez gagnez en expérience ou avoir un taff de passage et avoir un revenu pour vivre, une ESN comme CGI sera suffisant, mais dès que vous souhaitez trouver des projets innovants avec un minimum d'attention à la qualité et que le tout soit stimulant, je ne conseille pas CGI"
285,CGI,"4,0",16 janv. 2024,Consultant,None,None,None,"Transport, titre restaurant, prime activité",Difficulté de négocier du télétravail pour les consultants qui habitent loin et qui sont en intercontrat
286,CGI,"2,0",19 déc. 2023,Consultant Sénior,bad,neutral,None,"Bon niveau général des consultants
Missions challengeantes
Choix de missions assez large
Evenements annuels","Augmentations de salaires ridicules pour certains membre (vous aurez droit à du 5% ou 6% pour un changement de grade) et 0 ou 1% l'année d'après
Des inégalités salariales flagrantes, j'avais des consultant(e)s moins expérimenté(e)s que moi, qui étaient payé(e)s plus que moi dans mon équipe
Une charge de travail énorme entre les travaux en mission et les travaux internes
Des promesses non tenues en terme de rémunération"
287,CGI,"4,0",8 janv. 2024,Expert Technique,good,neutral,neutral,Beaucoup de RTT / Congés payés Mutuelle pas très chère Mission pas très compliqué,"Projet un peu vieillot technologiquement parlant. Beaucoup de juniors , peu d'experts Peu de formations"
288,CGI,"4,0",9 janv. 2024,Product Owner (PO),good,good,good,100% transports en commun Régime actionnaire (100% abondé) Intéressement Participation Crèche d’entreprise,"Trop de protocole RH, Trop de process RH"
289,L'Oréal,"2,0",8 nov. 2023,Ingénieur recherche et développement,None,None,None,"- Salaire plutôt bon pour de la R&D - Prime d'intéressement / participation très élevée - Bonnes conditions de travail (locaux, cantine, ...) - Bons avantages sociaux (mutuelle compétitive, congés parentaux, travail à 80% ou 90% si souhaité, aide sociale,...) - Bon équilibre vie pro-perso","- Culture de l'opacité, pas de transmission fluide de l'information (entre les équipes, et des managers vers les équipes) - Environnement très politique, qui ajoute de l'inertie à celle inhérente aux grands groupes. - Réorganisation permanente des départements : manque d'organisation et de priorisation globale de la R&I. De nombreux projets sont développés sans réel but, sans réel besoin. - Fonctionnement en silo. La plus grande partie de la R&I est déconnectée du reste de l'entreprise (opérations, marketing...) - Nombreuses tâches répétitives, sans valeur ajoutée, sans challenge intellectuel - mobilité interne lente et limitée. De nombreuses personnes travaillent depuis plus de +10 ans sur le même site, dans le même environnement, avec les mêmes personnes, sur les mêmes problématiques..."
290,L'Oréal,"5,0",11 janv. 2024,Key Account Manager,good,neutral,good,Tiene buen balance de vida laboral y personal Es una empresa inclusiva,"Falta meritocracia, el crecimiento se da mas por contactos"
291,L'Oréal,"2,0",8 nov. 2023,Ingénieur recherche et développement,None,None,None,"- Salaire plutôt bon pour de la R&D - Prime d'intéressement / participation très élevée - Bonnes conditions de travail (locaux, cantine, ...) - Bons avantages sociaux (mutuelle compétitive, congés parentaux, travail à 80% ou 90% si souhaité, aide sociale,...) - Bon équilibre vie pro-perso","- Culture de l'opacité, pas de transmission fluide de l'information (entre les équipes, et des managers vers les équipes) - Environnement très politique, qui ajoute de l'inertie à celle inhérente aux grands groupes. - Réorganisation permanente des départements : manque d'organisation et de priorisation globale de la R&I. De nombreux projets sont développés sans réel but, sans réel besoin. - Fonctionnement en silo. La plus grande partie de la R&I est déconnectée du reste de l'entreprise (opérations, marketing...) - Nombreuses tâches répétitives, sans valeur ajoutée, sans challenge intellectuel - mobilité interne lente et limitée. De nombreuses personnes travaillent depuis plus de +10 ans sur le même site, dans le même environnement, avec les mêmes personnes, sur les mêmes problématiques..."
292,L'Oréal,"5,0",11 janv. 2024,Key Account Manager,good,neutral,good,Tiene buen balance de vida laboral y personal Es una empresa inclusiva,"Falta meritocracia, el crecimiento se da mas por contactos"
