,Unnamed: 0,Company,Rank,Review_score,Date_review,Job,Recommandation,Approb CEO,Perspective,Pros,Cons
215,215,Sanofi,"4,0","4,0",13 janv. 2024,responsable affaires réglementaires,good,good,good,"TextToTextResult(text='International environment, rich product portfolio, and social benefits.')",TextToTextResult(text='There are no real disadvantages to report.')
216,216,Sanofi,"4,0","5,0",7 janv. 2024,Junior HR Manager,good,good,good,"TextToTextResult(text='Great managers, lots of confidence, flexibility, opportunity to improve their skills.')",TextToTextResult(text='It is very difficult to get a permanent contract even after 4 and a half years.')
217,217,Sanofi,"4,0","5,0",11 janv. 2024,Contrôle De Gestion,,,,TextToTextResult(text='cse hours of management controller of large local group.'),TextToTextResult(text='Uninteresting and very repetitive missions.')
218,218,Sanofi,"4,0","5,0",9 janv. 2024,Operateur De Fabrication,good,neutral,neutral,TextToTextResult(text='Very interesting workstation and pleasant working atmosphere.'),TextToTextResult(text='There are no real downsides in my experience.')
219,219,Sanofi,"4,0","5,0",4 janv. 2024,Cadre de laboraroire,good,neutral,good,TextToTextResult(text='Very good working environment with significant opportunity for advancement.'),TextToTextResult(text='Large companies can seem detached from the reality of their employees and the challenges they have to overcome to carry out their work correctly.')
220,220,Oracle,"3,8","5,0",7 nov. 2023,Sales Executive,,,,TextToTextResult(text='Good teamwork and a peaceful workplace.'),TextToTextResult(text='Maybe too many people to find great communication.')
221,221,Oracle,"3,8","3,0",15 janv. 2024,Senior Consultant,good,neutral,good,"TextToTextResult(text='Salaries and various benefits (restaurant ticket, interest, etc.) cse.')",TextToTextResult(text='Working atmosphere lack of recognition for the employee.')
222,222,Oracle,"3,8","4,0",5 janv. 2024,Account Manager,good,neutral,good,"TextToTextResult(text='Pleasant conditions, solid structure, quality solutions sold.')","TextToTextResult(text=""Far from management, lack of visibility on the company's ambitions."")"
223,223,Oracle,"3,8","2,0",13 déc. 2023,Sales Manager,bad,bad,bad,TextToTextResult(text='The competent and friendly sales team has a competent and friendly sales team.'),TextToTextResult(text='Very few salespeople are given achievable goals. more than 80% of salespeople do not receive the nominal amount of their variable portion.')
224,224,Oracle,"3,8","4,0",21 déc. 2023,Sales Representative,good,good,good,TextToTextResult(text='Teleworking holiday pay (3 days).'),TextToTextResult(text='The only drawback is sales cycle very very very linguistic.')
225,225,Oracle,"3,8","4,0",2 nov. 2023,Business Development,good,bad,good,"TextToTextResult(text=""Autonomy, opportunity to put forward one's ideas and test new approaches, very appreciable salary and working conditions."")","TextToTextResult(text='Change of organization every year or more frequently change of culture in recent years with a lack of vision, and more impersonal management. not expecting to be paid for your efforts.')"
226,226,Oracle,"3,8","2,0",27 nov. 2023,Account Manager,bad,bad,bad,TextToTextResult(text='Good fixed salary and good fixed salary.'),TextToTextResult(text='Achievement of objectives calculated to achieve this once every 3 years.')
227,227,Oracle,"3,8","4,0",12 déc. 2023,Chef de projet marketing,good,good,good,"TextToTextResult(text='Many advantages: restaurant ticket card, travel, vacation bonuses, etc.')","TextToTextResult(text='Unfortunately, very long administrative processes.')"
228,228,Oracle,"3,8","2,0",7 déc. 2023,Business developer directeur EMEA,bad,neutral,good,"TextToTextResult(text='International reputation, international context, domains, clients.')","TextToTextResult(text='Disorganization, remuneration, logistics, strategy, administration.')"
229,229,Oracle,"3,8","2,0",3 oct. 2023,Consultant,bad,bad,neutral,TextToTextResult(text='- teleworking - restaurant vouchers - work/personal life balance.'),"TextToTextResult(text='- salary (very rare increases and in no way based on employee performance) - few career prospects - tools that evolve little, which meet customer expectations less or less, and which fall behind those of competitors - no event to')"
230,230,Manpower,"4,1","5,0",15 janv. 2024,Responsable le agence,good,good,good,TextToTextResult(text='13 months working environment bonus system.'),TextToTextResult(text='Teleworking in an agency is teleworking in an agency.')
231,231,Manpower,"4,1","3,0",9 janv. 2024,Responsable d´agence,bad,bad,bad,"TextToTextResult(text='Lots of time off, it’s a great asset. between paid leave and RTT, 10 weeks in total, regardless of the position occupied. the management is good, but itself subject to corporate policy which is uncorrelated with reality')","TextToTextResult(text='Some have 20 years of seniority and barely earn €2,100 gross/month! the best leave and nothing changes. increasingly strong commercial pressure, with tools worthy of another era even if a transition is taking place at this level.')"
232,232,Manpower,"4,1","2,0",11 janv. 2024,Consultant En Recrutement Senior,bad,bad,bad,TextToTextResult(text='a friendly atmosphere in the office.'),"TextToTextResult(text='Fixed salary really very low variable salary very difficult, if not impossible, to achieve contrary to what is said in the interview. permanent pressure of the figure. no flexibility on working hours. a single day of teleworking.')"
233,233,Manpower,"4,1","5,0",15 janv. 2024,conseillère en insertion professionnelle,good,,,TextToTextResult(text='2 this premium missions carried out atmosphere (on saint valéry en caux).'),TextToTextResult(text='Schedules with a 2-hour meal break + heavy workloads with a 2-hour meal break.')
234,234,Manpower,"4,1","3,0",6 janv. 2024,Chargée De Recrutement,bad,neutral,neutral,TextToTextResult(text='Training in recruitment methods is available for both novices and the most experienced.'),"TextToTextResult(text='However, enormous pressure and pursuit of numbers to the detriment of a trusting partnership with the client. an atmosphere that is not good and employees who do not hesitate to step on the flowerbeds.')"
235,235,Manpower,"4,1","3,0",14 janv. 2024,Consultant en recrutement,,,,"TextToTextResult(text='This includes salaries with bonuses, participation and profit-sharing.')",TextToTextResult(text='Base salaries for fairly low base salaries are fairly low.')
236,236,Manpower,"4,1","4,0",9 janv. 2024,gestionnaire rh,,,,"TextToTextResult(text='Financial benefits, bonus, tr, 13th month.')","TextToTextResult(text='No teleworking, no opening hours of premises, no teleworking.')"
237,237,Manpower,"4,1","1,0",10 janv. 2024,Responsable cabinet recrutement,bad,,,"TextToTextResult(text='This; social benefits, internal developments from one brand to another; and this; social benefits, internal developments from one brand to another; and this; social benefits, internal developments from one brand to another; and this; social benefits, internal developments')","TextToTextResult(text='Management without trust, high turnover, little questioning.')"
238,238,Manpower,"4,1","1,0",4 déc. 2023,Assistant RH,bad,neutral,neutral,"TextToTextResult(text=""It's interesting to put on a CV that you worked there given your position in the recruitment sector."")","TextToTextResult(text='The human being is relegated to the back burner, no sufficient training time to be autonomous, ideal for feeling overworked and in permanent stress in addition to being surrounded by people who talk behind your back all day long.')"
239,239,Manpower,"4,1","3,0",20 déc. 2023,Chargée De Recrutement,good,neutral,neutral,TextToTextResult(text='The dynamic of a collective project agency and allowing one to get involved.'),TextToTextResult(text='The salaries are quite low for the position.')
240,240,Atos,"3,7","5,0",12 nov. 2023,Ingénieur Logiciel,good,good,good,TextToTextResult(text='Teleworking transport ticket and restaurant ticket.'),"TextToTextResult(text='Nothing on my side, everything is ok.')"
241,241,Atos,"3,7","3,0",12 janv. 2024,Analyste Développeur,,,,"TextToTextResult(text='Easy and quick recruitment, ease of changing missions.')",TextToTextResult(text='Little connection with superiors lack of communication with superiors lack of communication with superiors lack of communication with superiors lack of communication with superiors lack of communication with superiors lack of communication with superiors lack of communication with superiors lack of')
242,242,Atos,"3,7","5,0",9 janv. 2024,Ressource Manager,,,,"TextToTextResult(text='Well-being at work, very good integration, diversity of missions, trust.')",TextToTextResult(text='I have no information on this subject.')
243,243,Atos,"3,7","4,0",8 janv. 2024,Développeur Web,,,,TextToTextResult(text='50% teleworking and 50% on site.'),"TextToTextResult(text='Big box, hard to be heard, hard to be heard.')"
244,244,Atos,"3,7","2,0",8 janv. 2024,Ingénieur D'études,,,,"TextToTextResult(text='After school, it is good for a start after school.')","TextToTextResult(text='Poor pay, low margin for progression.')"
245,245,Atos,"3,7","3,0",4 janv. 2024,Employé anonyme,,,,TextToTextResult(text='Large projects large clients teleworking flexibility.'),"TextToTextResult(text='Low salary, indifferent management, no training.')"
246,246,Atos,"3,7","1,0",8 janv. 2024,Ingénieur Système,,,,TextToTextResult(text='Holiday bonus holiday voucher teleworking (3 days).'),TextToTextResult(text='The company prefers to focus on new arrivals rather than to retain old ones.')
247,247,Atos,"3,7","4,0",27 déc. 2023,Data Engineer,,,,TextToTextResult(text='Flexible in terms of teleworking and interesting projects.'),TextToTextResult(text='No bonus and lack of support.')
248,248,Atos,"3,7","1,0",12 nov. 2023,Procurement Specialist,,,,"TextToTextResult(text='Close to public transport, rie, this apartment is located in the heart of the city.')","TextToTextResult(text='The sole aim of this enterprise is profit, whatever the cost. humans are just resources, just like hardware. the decisions taken by top management directly impact employees but their words are not heard. here, your soul will be stolen, you will come')"
249,249,Atos,"3,7","3,0",26 déc. 2023,Software Engineer,good,good,good,"TextToTextResult(text='Restaurant tickets, teleworking, rtt, and heigh communication.')","TextToTextResult(text='Pay less, company to get the residence card.')"
250,250,Thales,"4,1","5,0",5 janv. 2024,Apprenti en contrôle de gestion,good,neutral,neutral,"TextToTextResult(text='As apprentices, we are supervised and supported throughout our training.')",TextToTextResult(text='Nothing to report as part of my work-study program.')
251,251,Thales,"4,1","4,0",15 janv. 2024,Chef De Projet Technique,good,good,good,TextToTextResult(text='This increase is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good. regular salary is good'),"TextToTextResult(text='Inertia, large group not very reactive, large group not very reactive.')"
252,252,Thales,"4,1","4,0",11 janv. 2024,Work Package Manager,good,good,good,TextToTextResult(text='Large group / cutting-edge project / international / large group / cutting-edge project / international / large group / cutting-edge project / large group / cutting-edge project / large group '),"TextToTextResult(text=""Remuneration/bonus not very high despite the company's very good results."")"
253,253,Thales,"4,1","4,0",11 janv. 2024,Ingénieur alternant,good,good,good,"TextToTextResult(text='cse, working environment, diverse and interesting mission.')",TextToTextResult(text='The frontality with Switzerland therefore costs of living.')
254,254,Thales,"4,1","4,0",12 janv. 2024,Sales Director,,,,TextToTextResult(text='Big company social benefits good hr.'),TextToTextResult(text='Atmospheric atmosphere on site team.')
255,255,Thales,"4,1","4,0",9 janv. 2024,Ingenieur Ivvq,,,,TextToTextResult(text='Job security internal mobility projects internal mobility projects internal job security internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility projects internal mobility'),TextToTextResult(text='Management not always responsive salary too low.')
256,256,Thales,"4,1","2,0",6 janv. 2024,Designer Engineer,,,,"TextToTextResult(text='Insurance, transport, teleworking, atmosphere and training.')","TextToTextResult(text='Work hours, stress, management and training followed by working hours, stress, and stress.')"
257,257,Thales,"4,1","3,0",2 janv. 2024,Technicien Intégration,good,,good,"TextToTextResult(text='Good salary, advantage at the college level.')",TextToTextResult(text='Routine work and often waiting for charge.')
258,258,Thales,"4,1","1,0",23 déc. 2023,Ingénieur méthodes,bad,good,good,TextToTextResult(text='Big company with good projects.'),"TextToTextResult(text='But when it comes to evaluate them, it is not the good ones. crazy management.')"
259,259,Thales,"4,1","4,0",8 déc. 2023,Responsable Planification Ordonnancement,good,neutral,neutral,"TextToTextResult(text='Variable bonus, profit-sharing, participation, CSE voucher. possibility of changing positions internally.')",TextToTextResult(text='Too many intermediaries before validation.')
260,260,Schneider Electric,"4,3","5,0",2 janv. 2024,Devops Engineer,good,good,good,"TextToTextResult(text='I am very happy to do my internship there because I can use lots of different tools while being well supervised. numerous benefits are also available in terms of remuneration, comfort of life (hybrid work, flexible hours')","TextToTextResult(text=""It's a big business and the procedures for change can take a long time to put in place."")"
261,261,Schneider Electric,"4,3","2,0",20 déc. 2023,Employé anonyme,,,,"TextToTextResult(text='-salaries are higher compared to the market in “support” professions (HR, finance, marketing, etc.) -number of jobs (19 for executives) -cse benefits (especially in Paris and')","TextToTextResult(text='To be “well seen”, you have to work evenings, weekends...no well-being activities, even at headquarters. -if we like to innovate, offer new things, develop quickly, this is not possible at Schneider, as')"
262,262,Schneider Electric,"4,3","4,0",11 janv. 2024,Conseiller technique,,,,TextToTextResult(text='The company is responsible for part of the transport...'),"TextToTextResult(text=""It's a little difficult to evolve when you don't have a network."")"
263,263,Schneider Electric,"4,3","1,0",20 oct. 2023,Responsable commercial,bad,neutral,bad,TextToTextResult(text='There is an interesting works council.'),"TextToTextResult(text='There are regular reorganizations which destabilize the operational teams, approximately every 6 months to 1 year. the local HR function is rarely present to support employees in their development and during reorganization situations. some managers commit injustices')"
264,264,Schneider Electric,"4,3","3,0",15 déc. 2023,Ingénieur Commercial,,,,"TextToTextResult(text='Having had several professional experiences elsewhere, I have rarely seen such dedication from its employees.')","TextToTextResult(text='Despite strong human values displayed, people can be sacrificed at the price of profitability or competitiveness.')"
265,265,Schneider Electric,"4,3","4,0",21 déc. 2023,Contrôleur De Gestion Junior alternance,good,neutral,neutral,TextToTextResult(text='Canteen rechargeable bicycle/electric vehicle terminals apartment compensation for work-study students with an apartment in the town where the school is located and one in the town where the work-study place is located.'),"TextToTextResult(text='Once you become familiar with the factory, you will quickly become familiar with the factory.')"
266,266,Schneider Electric,"4,3","4,0",22 déc. 2023,Junior Data Scientist,good,good,neutral,"TextToTextResult(text='Good atmosphere, friendly employees and attractive benefits.')",TextToTextResult(text='Poor framing and training on arrival.')
267,267,Schneider Electric,"4,3","5,0",18 déc. 2023,Vice President,good,good,good,TextToTextResult(text='Some career opportunities in the grenoble area and abroad.'),TextToTextResult(text='Collaboration between teams is sometimes difficult.')
268,268,Schneider Electric,"4,3","5,0",15 déc. 2023,Stage R&D,,,,"TextToTextResult(text='Friendly space, flexible hourly pay.')",TextToTextResult(text='It was a little far from my house.')
269,269,Schneider Electric,"4,3","5,0",11 déc. 2023,Cheffe de projet junior,good,good,neutral,TextToTextResult(text='Lots of social benefits and a dynamic environment that offers a lot of things to employees.'),"TextToTextResult(text=""For the moment I don't find any disadvantages."")"
270,270,Adecco,"3,7","5,0",10 janv. 2024,Préparateur De Commande,good,good,good,TextToTextResult(text='Good employer-employee relationship.'),"TextToTextResult(text='No drawbacks, no problems, no complaints.')"
271,271,Adecco,"3,7","1,0",5 janv. 2024,Aide soignant,bad,,bad,TextToTextResult(text='Costs of kms are reimbursed.'),TextToTextResult(text='The establishments offered are generally dilapidated and/or poorly managed. you find yourself alone in the afternoon to go to bed. very few offers at night. the establishments offered are generally far away geographically whereas with other temp')
272,272,Adecco,"3,7","3,0",13 janv. 2024,contrôleur qualité,good,,good,TextToTextResult(text='Quality work and attentive team work.'),"TextToTextResult(text='Bonuses absent despite years of work, despite years of work.')"
273,273,Adecco,"3,7","5,0",4 janv. 2024,Responsable Recrutement,good,,good,TextToTextResult(text='Restaurant tickets bonuses human management.'),TextToTextResult(text='Low base salary local evolution.')
274,274,Adecco,"3,7","5,0",27 déc. 2023,Agent De Production,good,good,good,TextToTextResult(text='The salary is good; a good renumeration is good.'),"TextToTextResult(text='There is no, no negative comment.')"
275,275,Adecco,"3,7","5,0",27 déc. 2023,Consultant en recrutement,good,,neutral,TextToTextResult(text='This experience allowed me to develop versatility and a spirit of solidarity.'),TextToTextResult(text='Prospects for advancement were minimal.')
276,276,Adecco,"3,7","4,0",29 déc. 2023,Infirmier,,,,"TextToTextResult(text='Freedom of planning, responsiveness, ease of communication.')","TextToTextResult(text='No job security, no sick leave.')"
277,277,Adecco,"3,7","1,0",21 déc. 2023,Chargée De Recrutement,bad,bad,bad,TextToTextResult(text='Social and economic committee (cse)'),TextToTextResult(text='Very low salary - lack of recognition of employees and temporary workers - unequal treatment - purely commercial company policy.')
278,278,Adecco,"3,7","4,0",11 déc. 2023,Pontier cariste opération machine,,,,TextToTextResult(text='The positions are pleasant and allow you to have a lot of time for yourself.'),TextToTextResult(text='Night work and the arduousness of night work.')
279,279,Adecco,"3,7","2,0",25 nov. 2023,Responsable Recrutement,bad,neutral,neutral,"TextToTextResult(text='Working for a big, well-known group.')","TextToTextResult(text='Salary, hours, working conditions.')"
280,280,Randstad,"3,8","5,0",17 nov. 2023,Chargée De Recrutement,,,,"TextToTextResult(text='Salary, various tasks, flexible hours.')",TextToTextResult(text='Overtime workload increases overtime workload.')
281,281,Randstad,"3,8","4,0",11 janv. 2024,Ressources Humaines,good,,neutral,"TextToTextResult(text='Payroll, HR, admin and sales managers close and attentive to colleagues, temporary workers and clients.')",TextToTextResult(text='Attendance schedules over-demand unpaid overtime hours lack of opportunities to progress if you are not based on the regional plateau and therefore little known by management.')
282,282,Randstad,"3,8","1,0",4 janv. 2024,Recruteur indépendant,bad,,,"TextToTextResult(text=""23 times per year I don't see much else."")",TextToTextResult(text='remuneration below market manager who does not support his team and delegates everything. and moreover who takes credit for the work of others. false promise about future promotion.')
283,283,Randstad,"3,8","4,0",26 déc. 2023,Directeur de projet,,,,"TextToTextResult(text=""It all depends on the team. you can meet very good salespeople, but keep in mind that it's a service box."")",TextToTextResult(text='Just the service and nothing more: restaurant ticket.')
284,284,Randstad,"3,8","4,0",20 déc. 2023,Ingenieur,good,good,neutral,"TextToTextResult(text='No need to go out of your way to train you regularly, no need to go out of your way to train you regularly.')",TextToTextResult(text='No benefits so negotiate your salary upon entry.')
285,285,Randstad,"3,8","4,0",22 déc. 2023,Intérimaire,good,good,,TextToTextResult(text='The company listens to temporary workers and finds missions.'),"TextToTextResult(text=""If you don't have the car it's more difficult to get the car."")"
286,286,Randstad,"3,8","1,0",4 janv. 2024,Consultant Recrutement,bad,bad,bad,"TextToTextResult(text='No benefits, a lot of work, for 0 recognition.')","TextToTextResult(text='Toxic, malicious management.')"
287,287,Randstad,"3,8","5,0",7 déc. 2023,responsable marketing digital,good,good,neutral,"TextToTextResult(text='Great colleagues, atmosphere and working autonomy.')","TextToTextResult(text='The lower the salary at the place of work, the lower the salary in this sector.')"
288,288,Randstad,"3,8","3,0",12 déc. 2023,Recruitment Consultant,,,,TextToTextResult(text='There is quite a bit of rtt and good stuff.'),"TextToTextResult(text='Not great schedule, not great pay.')"
289,289,Randstad,"3,8","4,0",8 déc. 2023,Acheteur,good,,good,TextToTextResult(text='Car/ office / it / colleague / worldwide.'),TextToTextResult(text='Pressure / strategy / turn over / tt / wages.')
290,290,Cognizant Technology Solutions,"3,8","5,0",10 nov. 2023,Technical Lead,good,bad,good,"TextToTextResult(text='Annual assessment interview, training available and accessible to all.')",TextToTextResult(text='Management not very close offshore.')
291,291,Cognizant Technology Solutions,"3,8","2,0",13 janv. 2024,Compliance Officer,bad,good,bad,TextToTextResult(text='Restaurant vouchers (young employees) for ambiance restaurants.'),"TextToTextResult(text='Problem with management (distant, favoritism).')"
292,292,Cognizant Technology Solutions,"3,8","1,0",2 janv. 2024,Employé anonyme,bad,,,TextToTextResult(text='Teleworking all the time with an obligation to be present in the company 6 times per month.'),TextToTextResult(text='The truth is far from what was said during the interview.')
293,293,Cognizant Technology Solutions,"3,8","3,0",8 déc. 2023,Software Engineer,good,good,good,TextToTextResult(text='Good working environment and good communication.'),TextToTextResult(text='Lower salary compared to other companies compared to other companies.')
294,294,Cognizant Technology Solutions,"3,8","4,0",22 août 2023,Delivery Manager,good,good,good,"TextToTextResult(text='The advantages of working at Cognizant are that it is a very large company and therefore we will always be able to find experts/specialists in all fields. in addition, the company promotes remote working and therefore exchange')","TextToTextResult(text='It is sometimes difficult to find the right contact, even if one exists and you must of course be comfortable with English.')"
295,295,Cognizant Technology Solutions,"3,8","5,0",21 août 2023,Business Development Manager,good,,neutral,"TextToTextResult(text='Good ambiance and team, good office in Paris la defense. professional team in france and large practices across the world. capabilities to deliver from anywhere, europe, us, Asia, and beyond. capabilities to deliver from anywhere, anywhere,')",TextToTextResult(text='The weakness in finding new clients on the french market is trying hard to develop the activity. hope it will go better in the near future because the skills are good.')
296,296,Cognizant Technology Solutions,"3,8","4,0",15 sept. 2023,Chef De Projet,good,,,TextToTextResult(text='a large group with international prospects. a good presence in France on Salesforce subjects.'),"TextToTextResult(text='Very large group with a dilution of management between Europe, the US and India.')"
297,297,Cognizant Technology Solutions,"3,8","2,0",25 juil. 2023,Chef De Projet,bad,bad,good,TextToTextResult(text='Teleworking and basic employment.'),"TextToTextResult(text='The overall political atmosphere of the company, and the overall political atmosphere of the company.')"
298,298,Cognizant Technology Solutions,"3,8","3,0",10 juil. 2023,Employé anonyme,good,good,neutral,TextToTextResult(text='Working atmosphere - location of offices - work teams.'),TextToTextResult(text='Recruitment plan - remote management plan - recruitment plan - recruitment plan - recruitment plan - remote management plan - recruitment plan - remote management plan - remote management plan - remote management plan - remote management plan ')
299,299,Cognizant Technology Solutions,"3,8","1,0",6 août 2023,Software Engineer,,,,TextToTextResult(text='Zero benefits acts unprofessionally.'),TextToTextResult(text='Zero professionalism salary too low.')
300,300,Tata Consultancy Services,"3,8","5,0",5 déc. 2023,Business Development Manager,,,,"TextToTextResult(text='World-renowned company, international culture, world-renowned company, world-renowned company.')",TextToTextResult(text='Lack of visibility in France.')
301,301,Tata Consultancy Services,"3,8","3,0",12 déc. 2023,Technicien Informatique,bad,bad,neutral,"TextToTextResult(text='Local management is not too bad, it could be much better but we make do with what we have. a salary revised upwards each year but we will talk about it more in detail.')","TextToTextResult(text=""Yeah, but that's not really it. it's a slight carrot to say something but which in no way accompanies the inflation that we are experiencing in France. the percentage is assigned via a note from "")"
302,302,Tata Consultancy Services,"3,8","1,0",25 déc. 2023,Directeur de projet,bad,bad,neutral,"TextToTextResult(text='The lack of management and monitoring, which leaves freedom, is due to the lack of management and monitoring.')","TextToTextResult(text='Lack of humility of the Indians who are only focused on themselves and use the locals as a past tense, no evolution possible.')"
303,303,Tata Consultancy Services,"3,8","2,0",9 nov. 2023,Manager,bad,,bad,"TextToTextResult(text=""It doesn't do much."")","TextToTextResult(text='Little RTT (6 to 7 depending on the year), no participation or profit-sharing, the variable is artificial because it is indexed to the annual performance rating, which is pre-decided by management whether the objectives are met or not')"
304,304,Tata Consultancy Services,"3,8","4,0",30 nov. 2023,Employé anonyme,,,,TextToTextResult(text='Good company and good experience.'),"TextToTextResult(text='There is no way to really evolve, unfortunately.')"
305,305,Tata Consultancy Services,"3,8","3,0",8 nov. 2023,Techlead,bad,neutral,good,TextToTextResult(text='There are not many advantages. nothing like advantages. nothing like advantages.'),"TextToTextResult(text='The internal tools are too restrictive, too administrative, and the internal tools are too restrictive.')"
306,306,Tata Consultancy Services,"3,8","2,0",15 sept. 2023,Photographe vidéaste,bad,,bad,"TextToTextResult(text='They pay more than the competition on crude but there are few or no advantages (profit-sharing, cse...), so in the end less interesting.')",TextToTextResult(text='There is a lot of ambition to the detriment of the quality of life at work.')
307,307,Tata Consultancy Services,"3,8","3,0",14 sept. 2023,Data Analyst,good,,,TextToTextResult(text='It is a company which gives the chance to students leaving universities.'),TextToTextResult(text='Slow salary increase local management not quite that.')
308,308,Tata Consultancy Services,"3,8","4,0",11 août 2023,Senior Account Manager,,,,"TextToTextResult(text='Yes, good with very advantages.')",TextToTextResult(text='No inconvenience was noted during the term of the mandate.')
309,309,Tata Consultancy Services,"3,8","1,0",28 juil. 2023,Consultant Fonctionnel,bad,bad,,"TextToTextResult(text='The recruitment process, the premises, and the salary level will determine the recruitment process, the recruitment process, and the recruitment process.')","TextToTextResult(text='Missions that do not correspond to skills and which are different from what they offer during an interview, non-existent management, impossible to change the mission and you try to say that it is going badly, they show the door. huge turnover.')"
310,310,Airbus,"4,1","5,0",12 janv. 2024,Aircraft Performance Engineer,good,,good,"TextToTextResult(text='Very professional company, excellent environment.')",TextToTextResult(text='Maybe there are limited opportunities for progression.')
311,311,Airbus,"4,1","4,0",4 janv. 2024,Ingénieur,bad,neutral,good,"TextToTextResult(text='Taking into account the well-being of its employees, varied and interesting projects in the technological environment.')",TextToTextResult(text='Lack of realism regarding climate change.')
312,312,Airbus,"4,1","4,0",6 janv. 2024,Apprenti en data science,good,neutral,good,"TextToTextResult(text='Good projects, respectful colleagues, possibility of going to conferences, good canteen, very good work, clean premises, coffee, chocolate bars, good computer equipment.')","TextToTextResult(text=""It's a bit boring, presence of a kind of bureaucracy."")"
313,313,Airbus,"4,1","4,0",9 janv. 2024,Développeur,good,good,good,"TextToTextResult(text='Flexible hours, benefits, interesting project.')","TextToTextResult(text='Pressure, atmosphere, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management, project management,')"
314,314,Airbus,"4,1","3,0",1 janv. 2024,ajusteur monteur,,,,"TextToTextResult(text='Bonuses, restaurant, mutual, executive status.')","TextToTextResult(text='A complicated quality of life in 2*8 or 3*8, imposed closures, poor quality recruitment, overtime to compensate for poor quality of work and loss of know-how.')"
315,315,Airbus,"4,1","5,0",4 janv. 2024,ajusteur monteur,bad,,good,TextToTextResult(text='Knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge security communities friendships revolutionary knowledge'),"TextToTextResult(text=""I don't really have only good memories."")"
316,316,Airbus,"4,1","5,0",1 janv. 2024,Buyer,good,good,good,TextToTextResult(text='Competitive salary + excellent benefits.'),"TextToTextResult(text='There are no disadvantages to report, nothing in particular.')"
317,317,Airbus,"4,1","3,0",30 déc. 2023,Data Scientist,bad,neutral,bad,TextToTextResult(text='Profit-sharing/participation good working environment lots of paid leave/rtt good canteen.'),TextToTextResult(text='cse disappointing low base salaries difficult to get a raise.')
318,318,Airbus,"4,1","5,0",29 déc. 2023,Ingénieur,,,,TextToTextResult(text='This - profit-sharing and participation.'),TextToTextResult(text='There are no particular remarks to report.')
319,319,Airbus,"4,1","5,0",28 déc. 2023,Coursier,good,,neutral,TextToTextResult(text='Restaurant ticket is for a pleasant team cate restaurant ticket.'),"TextToTextResult(text='Low salary, high workload.')"
320,320,SAP,"4,4","5,0",5 déc. 2023,Employé anonyme,,,,TextToTextResult(text='Salary atmosphere career development.'),"TextToTextResult(text='Very competitive environment, but manager quite encouraging and available.')"
321,321,SAP,"4,4","5,0",30 oct. 2023,Architecte Logiciel,good,good,good,"TextToTextResult(text='An exceptional company with a rare cocktail of talent, absolutely unique business solutions and incredible clients.')",TextToTextResult(text='I have not yet found the disadvantages of working at sap.')
322,322,SAP,"4,4","5,0",30 oct. 2023,Cloud Architect,good,good,good,"TextToTextResult(text='Autonomy, career progression, constant training, kindness.')","TextToTextResult(text=""I don't see any evidence of this."")"
323,323,SAP,"4,4","3,0",10 oct. 2023,Marketing,,,,"TextToTextResult(text='Conditions, salary, environment, work, missions.')","TextToTextResult(text='Evolution, place, vision of communication, marketing.')"
324,324,SAP,"4,4","5,0",29 sept. 2023,Innovation Manager,good,good,good,"TextToTextResult(text='Great colleagues, innovate more than people think, great customers.')",TextToTextResult(text='It s big so processes are sometimes heavy.')
325,325,SAP,"4,4","4,0",11 sept. 2023,CSP,good,neutral,neutral,TextToTextResult(text='International and motivating flex work environment.'),TextToTextResult(text='The heaviness of a large company evolution is the heaviness of a large company.')
326,326,SAP,"4,4","5,0",12 août 2023,Associate,good,good,good,"TextToTextResult(text='There is so much to learn, it’s motivating!')","TextToTextResult(text='There are a lot of processes to follow, which is normal for a company of this size.')"
327,327,SAP,"4,4","5,0",23 août 2023,License Compliance Manager,good,,neutral,TextToTextResult(text='Great and pleasant working environment.'),TextToTextResult(text='Nothing to report - everything is ok.')
328,328,SAP,"4,4","5,0",17 août 2023,Ouvrier De Production,good,,good,TextToTextResult(text='Very good company and very well paid.'),TextToTextResult(text='No problem for me.')
329,329,SAP,"4,4","3,0",8 juin 2023,Sales Manager,bad,bad,good,TextToTextResult(text='75% of employees produce “wind” and empty sentences without really knowing their subject.'),"TextToTextResult(text='75% of my time spent and 50% lost internally for 25% of my time with clients, self-centered company.')"
330,330,GE,"4,0","5,0",10 janv. 2024,Lead Planner,,good,,TextToTextResult(text='Good listening to the worker and flexibility of the methods to be applied.'),TextToTextResult(text='- a little too much interference from the bees.')
331,331,GE,"4,0","3,0",12 janv. 2024,Ingénieur électrique,good,good,good,"TextToTextResult(text='Good technology, interesting projects, multinational companies.')",TextToTextResult(text='Not always have a work/life balance.')
